# Revision History
# Author,OpenAI Codex
# Date,2026-06-30
# Change,Selected reviewed workbook rows with ignore_status=USE and validated GitHub repository access using Get_Reviewed_Repositories.py v1.0.0

# File Description
# Summary,"Repositories were read from the reviewed workbook, filtered by ignore_status=USE, and checked through the GitHub repository API."
# Generation Process,Two-stage process: stage 1 manual review in Summary_Reviewed_List.xlsx; stage 2 automated access validation for the selected repositories.
# Source Workbook,C:\Users\evagan01\OneDrive - Arm\Documents\Development\Codex\Repository_Analysis\Summary_Reviewed_List.xlsx
# Source Script,Get_Reviewed_Repositories.py v1.0.0

# Field Descriptions
# organization,GitHub organization resolved from the reviewed workbook entry.
# sheet_name,Worksheet name in the reviewed workbook.
# repository,Repository name from the reviewed workbook.
# last_push,Last push timestamp copied from the reviewed workbook.
# visibility,Visibility copied from the reviewed workbook.
# archived,Archived flag copied from the reviewed workbook.
# unique_visitors_14d,Unique visitors in the last 14 days copied from the reviewed workbook.
# unique_cloners_14d,Unique cloners in the last 14 days copied from the reviewed workbook.
# total_views_14d,Total views in the last 14 days copied from the reviewed workbook.
# traffic_status,Traffic readout result copied from the reviewed workbook.
# link_2_repository,Repository URL resolved from the workbook hyperlink column.
# ignore_status,Manual review decision copied from the reviewed workbook.
# access_status,GitHub repository access result for rows marked USE.
# api_visibility,Visibility returned by the GitHub repository API.
# api_archived,Archived flag returned by the GitHub repository API.
# forks_count,Fork count returned by the GitHub repository API.
# default_branch,Default branch returned by the GitHub repository API.
# api_pushed_at,Latest push timestamp returned by the GitHub repository API.
# api_html_url,Canonical repository URL returned by the GitHub repository API.
# api_full_name,Full owner/repository name returned by the GitHub repository API.
# api_status_message,Detailed access message returned or derived from the GitHub API response.

organization,sheet_name,repository,last_push,visibility,archived,unique_visitors_14d,unique_cloners_14d,total_views_14d,traffic_status,link_2_repository,ignore_status,access_status,api_visibility,api_archived,forks_count,default_branch,api_pushed_at,api_html_url,api_full_name,api_status_message
arm-examples,arm-examples_raw_list,CMSIS-Linux,2026-02-11T14:42:13Z,PUBLIC,FALSE,1,20,10,OK,https://github.com/arm-examples/CMSIS-Linux,USE,OK,public,FALSE,2,main,2026-02-11T14:42:13Z,https://github.com/Arm-Examples/CMSIS-Linux,Arm-Examples/CMSIS-Linux,OK
arm-examples,arm-examples_raw_list,Hello_World,2026-01-27T14:55:46Z,PUBLIC,FALSE,21,24,46,OK,https://github.com/arm-examples/Hello_World,USE,OK,public,FALSE,1,main,2026-01-27T14:55:46Z,https://github.com/Arm-Examples/Hello_World,Arm-Examples/Hello_World,OK
arm-examples,arm-examples_raw_list,Get-Started-with-Edge-AI,2025-11-11T16:04:21Z,PUBLIC,FALSE,20,24,48,OK,https://github.com/arm-examples/Get-Started-with-Edge-AI,USE,OK,public,FALSE,5,main,2025-11-11T16:04:21Z,https://github.com/Arm-Examples/Get-Started-with-Edge-AI,Arm-Examples/Get-Started-with-Edge-AI,OK
arm-examples,arm-examples_raw_list,Blinky_Ensemble_E8,2025-10-01T14:17:17Z,PUBLIC,FALSE,0,18,0,OK,https://github.com/arm-examples/Blinky_Ensemble_E8,USE,OK,public,FALSE,0,main,2025-10-01T14:17:17Z,https://github.com/Arm-Examples/Blinky_Ensemble_E8,Arm-Examples/Blinky_Ensemble_E8,OK
arm-software,arm-software_raw_list,AVH,2026-06-26T09:12:19Z,PUBLIC,FALSE,62,108,178,OK,https://github.com/arm-software/AVH,USE,OK,public,FALSE,29,main,2026-06-26T09:12:19Z,https://github.com/ARM-software/AVH,ARM-software/AVH,OK
arm-software,arm-software_raw_list,CMSIS-NN,2026-06-25T13:51:01Z,PUBLIC,FALSE,361,24354,1411,OK,https://github.com/arm-software/CMSIS-NN,USE,OK,public,FALSE,108,main,2026-06-29T11:42:54Z,https://github.com/ARM-software/CMSIS-NN,ARM-software/CMSIS-NN,OK
arm-software,arm-software_raw_list,CMSIS-DAP,2026-06-23T12:58:13Z,PUBLIC,FALSE,201,79,794,OK,https://github.com/arm-software/CMSIS-DAP,USE,OK,public,FALSE,31,main,2026-06-23T12:58:13Z,https://github.com/ARM-software/CMSIS-DAP,ARM-software/CMSIS-DAP,OK
arm-software,arm-software_raw_list,CMSIS_6,2026-06-22T23:12:36Z,PUBLIC,FALSE,955,18745,3562,OK,https://github.com/arm-software/CMSIS_6,USE,OK,public,FALSE,146,main,2026-06-30T07:36:50Z,https://github.com/ARM-software/CMSIS_6,ARM-software/CMSIS_6,OK
arm-software,arm-software_raw_list,Arm-2D,2026-06-22T22:04:20Z,PUBLIC,FALSE,159,78,333,OK,https://github.com/arm-software/Arm-2D,USE,OK,public,FALSE,91,main,2026-06-22T22:04:20Z,https://github.com/ARM-software/Arm-2D,ARM-software/Arm-2D,OK
arm-software,arm-software_raw_list,CMSIS-FreeRTOS,2026-06-22T19:33:44Z,PUBLIC,FALSE,251,449,1251,OK,https://github.com/arm-software/CMSIS-FreeRTOS,USE,OK,public,FALSE,176,main,2026-06-22T19:33:44Z,https://github.com/ARM-software/CMSIS-FreeRTOS,ARM-software/CMSIS-FreeRTOS,OK
arm-software,arm-software_raw_list,CMSIS-RTOS2_Validation,2026-06-22T15:03:14Z,PUBLIC,FALSE,22,71,75,OK,https://github.com/arm-software/CMSIS-RTOS2_Validation,USE,OK,public,FALSE,19,main,2026-06-22T15:03:14Z,https://github.com/ARM-software/CMSIS-RTOS2_Validation,ARM-software/CMSIS-RTOS2_Validation,OK
arm-software,arm-software_raw_list,SDS-Framework,2026-06-22T13:05:49Z,PUBLIC,FALSE,50,155,272,OK,https://github.com/arm-software/SDS-Framework,USE,OK,public,FALSE,24,main,2026-06-29T13:05:39Z,https://github.com/ARM-software/SDS-Framework,ARM-software/SDS-Framework,OK
arm-software,arm-software_raw_list,CMSIS-Driver,2026-06-22T11:53:51Z,PUBLIC,FALSE,80,166,289,OK,https://github.com/arm-software/CMSIS-Driver,USE,OK,public,FALSE,68,main,2026-06-22T11:53:51Z,https://github.com/ARM-software/CMSIS-Driver,ARM-software/CMSIS-Driver,OK
arm-software,arm-software_raw_list,CMSIS-Driver_Validation,2026-06-22T09:27:33Z,PUBLIC,FALSE,25,45,122,OK,https://github.com/arm-software/CMSIS-Driver_Validation,USE,OK,public,FALSE,19,main,2026-06-22T09:27:33Z,https://github.com/ARM-software/CMSIS-Driver_Validation,ARM-software/CMSIS-Driver_Validation,OK
arm-software,arm-software_raw_list,CMSIS-Compiler,2026-06-22T07:03:52Z,PUBLIC,FALSE,161,66,323,OK,https://github.com/arm-software/CMSIS-Compiler,USE,OK,public,FALSE,20,main,2026-06-22T07:03:52Z,https://github.com/ARM-software/CMSIS-Compiler,ARM-software/CMSIS-Compiler,OK
arm-software,arm-software_raw_list,CMSIS-DSP,2026-06-22T05:42:22Z,PUBLIC,FALSE,1129,2200,4480,OK,https://github.com/arm-software/CMSIS-DSP,USE,OK,public,FALSE,225,main,2026-06-29T05:33:19Z,https://github.com/ARM-software/CMSIS-DSP,ARM-software/CMSIS-DSP,OK
arm-software,arm-software_raw_list,CMSIS-RTX,2026-06-22T04:52:42Z,PUBLIC,FALSE,122,533,413,OK,https://github.com/arm-software/CMSIS-RTX,USE,OK,public,FALSE,38,main,2026-06-29T08:45:42Z,https://github.com/ARM-software/CMSIS-RTX,ARM-software/CMSIS-RTX,OK
arm-software,arm-software_raw_list,ACI-GetStarted,2026-05-08T10:19:11Z,PUBLIC,FALSE,11,26,28,OK,https://github.com/arm-software/ACI-GetStarted,USE,OK,public,FALSE,5,main,2026-05-08T10:19:11Z,https://github.com/ARM-software/ACI-GetStarted,ARM-software/ACI-GetStarted,OK
arm-software,arm-software_raw_list,CMSIS-CV,2026-04-20T18:31:22Z,PUBLIC,FALSE,9,68,40,OK,https://github.com/arm-software/CMSIS-CV,USE,OK,public,FALSE,13,main,2026-04-20T18:31:22Z,https://github.com/ARM-software/CMSIS-CV,ARM-software/CMSIS-CV,OK
arm-software,arm-software_raw_list,devtools,2026-03-23T06:47:39Z,PUBLIC,FALSE,12,17,20,OK,https://github.com/arm-software/devtools,USE,OK,public,FALSE,9,main,2026-03-23T06:47:39Z,https://github.com/ARM-software/devtools,ARM-software/devtools,OK
arm-software,arm-software_raw_list,AVH-MLOps,2026-03-17T14:28:32Z,PUBLIC,FALSE,4,23,8,OK,https://github.com/arm-software/AVH-MLOps,USE,OK,public,FALSE,12,main,2026-03-17T14:28:32Z,https://github.com/ARM-software/AVH-MLOps,ARM-software/AVH-MLOps,OK
arm-software,arm-software_raw_list,CMSIS-View,2026-03-06T13:03:02Z,PUBLIC,FALSE,56,11913,82,OK,https://github.com/arm-software/CMSIS-View,USE,OK,public,FALSE,21,main,2026-03-06T13:03:02Z,https://github.com/ARM-software/CMSIS-View,ARM-software/CMSIS-View,OK
arm-software,arm-software_raw_list,CMSIS-Zone,2026-02-26T13:58:55Z,PUBLIC,FALSE,18,28,31,OK,https://github.com/arm-software/CMSIS-Zone,USE,OK,public,FALSE,17,main,2026-02-26T13:58:55Z,https://github.com/ARM-software/CMSIS-Zone,ARM-software/CMSIS-Zone,OK
mdk-packs,mdk-packs_raw_list,IoT_Socket,2026-06-18T08:46:37Z,PUBLIC,FALSE,9,82,245,OK,https://github.com/mdk-packs/IoT_Socket,USE,OK,public,FALSE,10,main,2026-06-18T08:46:37Z,https://github.com/MDK-Packs/IoT_Socket,MDK-Packs/IoT_Socket,OK
mdk-packs,mdk-packs_raw_list,tensorflow-pack,2026-06-08T10:14:04Z,PUBLIC,FALSE,17,32,73,OK,https://github.com/mdk-packs/tensorflow-pack,USE,OK,public,FALSE,4,main,2026-06-08T10:14:04Z,https://github.com/MDK-Packs/tensorflow-pack,MDK-Packs/tensorflow-pack,OK
mdk-packs,mdk-packs_raw_list,Pack,2026-06-04T12:32:38Z,PUBLIC,FALSE,19,23,44,OK,https://github.com/mdk-packs/Pack,USE,OK,public,FALSE,25,master,2026-06-04T12:32:38Z,https://github.com/MDK-Packs/Pack,MDK-Packs/Pack,OK
mdk-packs,mdk-packs_raw_list,MIMXRT1064-EVK_BSP,2026-06-04T11:35:36Z,PUBLIC,FALSE,2,24,3,OK,https://github.com/mdk-packs/MIMXRT1064-EVK_BSP,USE,OK,public,FALSE,5,main,2026-06-04T11:35:36Z,https://github.com/MDK-Packs/MIMXRT1064-EVK_BSP,MDK-Packs/MIMXRT1064-EVK_BSP,OK
mdk-packs,mdk-packs_raw_list,vscode-cmsis-solution-docs,2026-04-13T14:12:14Z,PUBLIC,FALSE,9,21,25,OK,https://github.com/mdk-packs/vscode-cmsis-solution-docs,USE,OK,public,FALSE,15,main,2026-04-13T14:12:14Z,https://github.com/MDK-Packs/vscode-cmsis-solution-docs,MDK-Packs/vscode-cmsis-solution-docs,OK
mdk-packs,mdk-packs_raw_list,Documentation,2026-02-12T13:40:00Z,PUBLIC,FALSE,3,19,15,OK,https://github.com/mdk-packs/Documentation,USE,OK,public,FALSE,2,main,2026-02-12T13:40:00Z,https://github.com/MDK-Packs/Documentation,MDK-Packs/Documentation,OK
mdk-packs,mdk-packs_raw_list,TinyCBOR,2025-12-08T09:56:22Z,PUBLIC,FALSE,1,17,1,OK,https://github.com/mdk-packs/TinyCBOR,USE,OK,public,FALSE,3,master,2025-12-08T09:56:22Z,https://github.com/MDK-Packs/TinyCBOR,MDK-Packs/TinyCBOR,OK
mdk-packs,mdk-packs_raw_list,Keil_Studio_FAE_Training,2025-10-28T10:24:32Z,PUBLIC,FALSE,1,31,1,OK,https://github.com/mdk-packs/Keil_Studio_FAE_Training,USE,OK,public,FALSE,2,main,2025-10-28T10:24:32Z,https://github.com/MDK-Packs/Keil_Studio_FAE_Training,MDK-Packs/Keil_Studio_FAE_Training,OK
mdk-packs,mdk-packs_raw_list,QCA400x_Host_Driver_SDK,2025-09-08T06:39:06Z,PUBLIC,FALSE,3,19,3,OK,https://github.com/mdk-packs/QCA400x_Host_Driver_SDK,USE,OK,public,FALSE,3,develop,2025-09-08T06:39:06Z,https://github.com/MDK-Packs/QCA400x_Host_Driver_SDK,MDK-Packs/QCA400x_Host_Driver_SDK,OK
mdk-packs,mdk-packs_raw_list,iENBL-DK_BSP,2025-03-03T08:31:50Z,PUBLIC,FALSE,0,16,0,OK,https://github.com/mdk-packs/iENBL-DK_BSP,USE,OK,public,FALSE,3,master,2025-03-03T08:31:50Z,https://github.com/MDK-Packs/iENBL-DK_BSP,MDK-Packs/iENBL-DK_BSP,OK
mdk-packs,mdk-packs_raw_list,LPCXpresso55S69_BSP,2025-03-03T08:13:53Z,PUBLIC,FALSE,3,16,3,OK,https://github.com/mdk-packs/LPCXpresso55S69_BSP,USE,OK,public,FALSE,1,develop,2025-03-03T08:13:53Z,https://github.com/MDK-Packs/LPCXpresso55S69_BSP,MDK-Packs/LPCXpresso55S69_BSP,OK
mdk-packs,mdk-packs_raw_list,IMXRT1050-EVKB_BSP,2024-06-12T10:57:48Z,PUBLIC,FALSE,1,19,1,OK,https://github.com/mdk-packs/IMXRT1050-EVKB_BSP,USE,OK,public,FALSE,3,main,2024-06-12T10:57:48Z,https://github.com/MDK-Packs/IMXRT1050-EVKB_BSP,MDK-Packs/IMXRT1050-EVKB_BSP,OK
